رتبه 1 تا 10:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
دندانپزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2177	734	نظام جدید	تبریز	مرد
داروسازی - دانشگاه علوم پزشکی ایران - روزانه	2182	737	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی شهرکرد - روزانه	2182	737	نظام جدید	اصفهان	زن
دندانپزشکی - دانشگاه آزاد اسلامی واحد خوراسگان - دانشگاه آزاد	2182	737	نظام جدید	اصفهان	مرد
دندانپزشکی - دانشگاه علوم پزشکی یزد - روزانه	2194	742	نظام جدید	شاهین شهر	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2194	742	نظام جدید	بستان آباد	مرد
دندانپزشکی - دانشگاه علوم پزشکی کرج - پردیس خودگردان یا ظرفیت مازاد	2198	744	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	2205	745	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2205	745	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2209	747	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی تبریز - روزانه	2218	750	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی کرمان - روزانه	2224	752	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی گلستان -گرگان - روزانه	2241	753	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - پردیس خودگردان یا ظرفیت مازاد	2251	756	نظام جدید	شیراز	مرد
شیمی محض - دانشگاه صنعتی شریف - تهران - روزانه	2265	759	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی کاشان - روزانه	2291	765	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2299	767	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی تبریز - پردیس خودگردان یا ظرفیت مازاد	2299	767	نظام جدید	تبریز	زن
دندانپزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	2306	770	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2311	774	نظام جدید	تبریز	زن
پزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	2311	774	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2351	787	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	2359	790	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی اصفهان - روزانه	2359	790	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2359	790	نظام جدید	تبریز	مرد
داروسازی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	2379	795	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی یزد - روزانه	2416	806	نظام جدید	اصفهان	مرد
دندانپزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2421	808	نظام جدید	تبریز	مرد
دندانپزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	2425	810	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - روزانه	2450	814	نظام جدید	مشهد	مرد
داروسازی - دانشگاه علوم پزشکی شیراز - روزانه	2457	815	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی کاشان - روزانه	2457	815	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2486	819	نظام جدید	تهرانسر	زن
پزشکی - دانشگاه علوم پزشکی کاشان - روزانه	2491	820	نظام جدید	اصفهان	مرد
دندانپزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	2511	824	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2528	829	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی مشهد - روزانه	2528	829	نظام جدید	مشهد	زن
دندانپزشکی - دانشگاه علوم پزشکی کرمان - روزانه	2536	832	نظام جدید	کرمان	مرد
پزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2543	835	نظام جدید	تبریز	مرد
دندانپزشکی - دانشگاه علوم پزشکی قزوین - روزانه	2543	835	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه آزاد اسلامی واحد خوراسگان - دانشگاه آزاد	2543	835	نظام جدید	اصفهان	مرد
داروسازی - دانشگاه علوم پزشکی تبریز - روزانه	2571	840	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی اصفهان - پردیس خودگردان یا ظرفیت مازاد	2576	842	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2576	842	نظام جدید	شیراز	مرد
دندانپزشکی - دانشگاه آزاد اسلامی واحد خوراسگان - دانشگاه آزاد	2581	844	نظام جدید	اصفهان	مرد
دندانپزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	2590	847	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2595	848	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	2606	851	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2619	853	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی کاشان - روزانه	2625	855	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2625	855	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی بقیه الله - تهران - روزانه	2629	857	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	2633	858	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - پردیس خودگردان یا ظرفیت مازاد	2633	858	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2638	860	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2645	863	نظام جدید	تبریز	زن
دندانپزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	2648	864	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی گلستان -گرگان - پردیس خودگردان یا ظرفیت مازاد	2652	865	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	2659	867	نظام جدید	مشهد	زن
دندانپزشکی - دانشگاه آزاد اسلامی واحد خوراسگان - دانشگاه آزاد	2675	871	نظام جدید	اصفهان	زن
دندانپزشکی - دانشگاه علوم پزشکی قزوین - روزانه	2690	874	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	2703	878	نظام جدید	تبریز	زن
دندانپزشکی - دانشگاه علوم پزشکی اراک - روزانه	2708	881	نظام جدید	تهران	زن
پزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	2708	881	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی قزوین - روزانه	2727	886	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2735	889	نظام جدید	تبریز	زن
دندانپزشکی - دانشگاه علوم پزشکی سمنان - روزانه	2743	891	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی یزد - روزانه	2757	897	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی کرمان - روزانه	2763	899	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2763	899	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	2768	903	نظام جدید	مشهد	زن
دندانپزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	2792	906	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	2792	906	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	2798	908	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	2804	909	نظام جدید	مشهد	زن
دندانپزشکی - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - روزانه	2813	912	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - پردیس خودگردان یا ظرفیت مازاد	2859	921	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	2870	924	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - پردیس خودگردان یا ظرفیت مازاد	2883	927	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی مازندران - ساری - روزانه	2904	933	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	2921	936	نظام جدید	مشهد	مرد

رتبه 40 تا 50:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
پزشکی - دانشگاه علوم پزشکی تهران - روزانه	73	31	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تهران - روزانه	76	32	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تهران - روزانه	78	34	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	79	35	نظام جدید	اصفهان	مرد
دندانپزشکی - دانشگاه علوم پزشکی مشهد - روزانه	82	36	نظام جدید	مشهد	مرد

شما در رشته محل های زیر بصورت منطقی شانس قبولی دارید :
